Anno,Identificador PAA,Entidad,NIT,Localización,DescripcionUbicacion,Mision/Vision,Perspectiva Estrategica,Presupuesto Menor Cuantia,Presupuesto Minima Cuantia,Presupuesto Global,Fecha Primera Publicación,Mes Proyectado,Identificador Item,Categoria Principal,Precio Base,Ultima Fecha Modificacion,Version,Referencia Contrato,Referencia Operacion,Fecha Publicacion,Modalidad,Contacto,UNSPSC - Codigo Producto,UNSPSC - Nombre Producto,UNSPSC - Codigo Clase,UNSPSC - Nombre Clase,UNSPSC - Codigo Familia,UNSPSC - Nombre Familia
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Marzo,CO1.APPNA.42539247.114335882,V1.71112107,150000000,2019-01-04 00:00:00,533,CD-CI-DC-SA-001-2018,CD-CI-DC-SA-001-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.71112107,Servicios de planimetría direccional,V1.71112100,Servicios de registrar pozo de perforación abierta,V1.71110000,Servicios de perforación y prospección petrolífera y de gas
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Marzo,CO1.APPNA.42539247.114335882,V1.71112107,150000000,2019-01-04 00:00:00,533,CD-CI-DC-SA-001-2018,CD-CI-DC-SA-001-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.71112107,Servicios de planimetría direccional,V1.71112100,Servicios de registrar pozo de perforación abierta,V1.71110000,Servicios de perforación y prospección petrolífera y de gas
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Marzo,CO1.APPNA.42539247.114335882,V1.71112107,150000000,2019-01-04 00:00:00,533,CD-CI-DC-SA-001-2018,CD-CI-DC-SA-001-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.71112107,Servicios de planimetría direccional,V1.71112100,Servicios de registrar pozo de perforación abierta,V1.71110000,Servicios de perforación y prospección petrolífera y de gas
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44367822.114335237,V1.93151501,150000000,2019-01-04 00:00:00,533,CD-SMA-022-2018,CD-SMA-022-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.93151501,Servicios financieros o de  gestión  administrativa de empresas  públicas,V1.93151500,Administración pública,V1.93150000,Servicios de administración y financiación pública
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44367822.114335237,V1.93151501,150000000,2019-01-04 00:00:00,533,CD-SMA-022-2018,CD-SMA-022-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.93151501,Servicios financieros o de  gestión  administrativa de empresas  públicas,V1.93151500,Administración pública,V1.93150000,Servicios de administración y financiación pública
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44367822.114335237,V1.93151501,150000000,2019-01-04 00:00:00,533,CD-SMA-022-2018,CD-SMA-022-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.93151501,Servicios financieros o de  gestión  administrativa de empresas  públicas,V1.93151500,Administración pública,V1.93150000,Servicios de administración y financiación pública
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44367822.114335237,V1.93151501,150000000,2019-01-04 00:00:00,533,CD-SMA-022-2018,CD-SMA-022-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.93151501,Servicios financieros o de  gestión  administrativa de empresas  públicas,V1.93151500,Administración pública,V1.93150000,Servicios de administración y financiación pública
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44367822.114335237,V1.93151501,150000000,2019-01-04 00:00:00,533,CD-SMA-022-2018,CD-SMA-022-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.93151501,Servicios financieros o de  gestión  administrativa de empresas  públicas,V1.93151500,Administración pública,V1.93150000,Servicios de administración y financiación pública
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44367822.114335237,V1.93151501,150000000,2019-01-04 00:00:00,533,CD-SMA-022-2018,CD-SMA-022-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.93151501,Servicios financieros o de  gestión  administrativa de empresas  públicas,V1.93151500,Administración pública,V1.93150000,Servicios de administración y financiación pública
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44367822.114335237,V1.93151501,150000000,2019-01-04 00:00:00,533,CD-SMA-022-2018,CD-SMA-022-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.93151501,Servicios financieros o de  gestión  administrativa de empresas  públicas,V1.93151500,Administración pública,V1.93150000,Servicios de administración y financiación pública
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44367822.114335237,V1.93151501,150000000,2019-01-04 00:00:00,533,CD-SMA-022-2018,CD-SMA-022-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.93151501,Servicios financieros o de  gestión  administrativa de empresas  públicas,V1.93151500,Administración pública,V1.93150000,Servicios de administración y financiación pública
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44367822.114335237,V1.93151501,150000000,2019-01-04 00:00:00,533,CD-SMA-022-2018,CD-SMA-022-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.93151501,Servicios financieros o de  gestión  administrativa de empresas  públicas,V1.93151500,Administración pública,V1.93150000,Servicios de administración y financiación pública
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44367822.114335237,V1.93151501,150000000,2019-01-04 00:00:00,533,CD-SMA-022-2018,CD-SMA-022-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.93151501,Servicios financieros o de  gestión  administrativa de empresas  públicas,V1.93151500,Administración pública,V1.93150000,Servicios de administración y financiación pública
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44367822.114335237,V1.93151501,150000000,2019-01-04 00:00:00,533,CD-SMA-022-2018,CD-SMA-022-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.93151501,Servicios financieros o de  gestión  administrativa de empresas  públicas,V1.93151500,Administración pública,V1.93150000,Servicios de administración y financiación pública
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44367822.114335237,V1.93151501,150000000,2019-01-04 00:00:00,533,CD-SMA-022-2018,CD-SMA-022-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.93151501,Servicios financieros o de  gestión  administrativa de empresas  públicas,V1.93151500,Administración pública,V1.93150000,Servicios de administración y financiación pública
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44367822.114335237,V1.93151501,150000000,2019-01-04 00:00:00,533,CD-SMA-022-2018,CD-SMA-022-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.93151501,Servicios financieros o de  gestión  administrativa de empresas  públicas,V1.93151500,Administración pública,V1.93150000,Servicios de administración y financiación pública
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44367822.114335237,V1.93151501,150000000,2019-01-04 00:00:00,533,CD-SMA-022-2018,CD-SMA-022-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.93151501,Servicios financieros o de  gestión  administrativa de empresas  públicas,V1.93151500,Administración pública,V1.93150000,Servicios de administración y financiación pública
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44367822.114335237,V1.93151501,150000000,2019-01-04 00:00:00,533,CD-SMA-022-2018,CD-SMA-022-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.93151501,Servicios financieros o de  gestión  administrativa de empresas  públicas,V1.93151500,Administración pública,V1.93150000,Servicios de administración y financiación pública
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44367822.114335237,V1.93151501,150000000,2019-01-04 00:00:00,533,CD-SMA-022-2018,CD-SMA-022-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.93151501,Servicios financieros o de  gestión  administrativa de empresas  públicas,V1.93151500,Administración pública,V1.93150000,Servicios de administración y financiación pública
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44367822.114335237,V1.93151501,150000000,2019-01-04 00:00:00,533,CD-SMA-022-2018,CD-SMA-022-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.93151501,Servicios financieros o de  gestión  administrativa de empresas  públicas,V1.93151500,Administración pública,V1.93150000,Servicios de administración y financiación pública
2016,CO1.APP.70007,INSTITUTO GEOGRÁFICO AGUSTÍN CODAZZI,899999004,CO-DC,Distrito Capital de Bogotá,"Producir, proveer y divulgar información y conocimiento, en materia de cartografía, agrología, catastro, geografía y tecnologías geoespaciales, y regular su gestión, en apoyo a los procesos de planificación y desarrollo integral del país. El Instituto Geografico Agustin Codazzi será reconocida en 2014 por ser la entidad líder en la producción y difusión de información, productos, servicios y conocimientos en cartografía, agrología, catastro, geografía y tecnologías geoespaciales, en el ámbito nacional y latinoamericano.","De acuerdo con las (6) estrategias  establecidas en el IGAC se definio como PERSPECTIVA ESTRATEGICA la siguiente: Investigar, desarrollar, producir y actualizar la información geográfica a nivel nacional e internacional en apoyar a los procesos de planificación y desarrollo integral del país.",310254750,31025475,132417837204,2016-05-24 22:39:09.707000000,Octubre,CO1.APPNA.11091827.21355489,V1.86101610,6144000,2016-12-29 00:00:00,35,CD 1657 DE 2016 copia,CD 1657 DE 2016 copia,2016-05-24 22:39:09.707000000,CCE-05-Contratacion_Directa,Dennis Adriana Torres Losada,V1.86101610,Servicios de formación profesional en ingeniería,V1.86101600,Servicios de capacitación vocacional científica,V1.86100000,Formación profesional
